source_code,source_display,translated_text,back_sim,cand1_code,cand1_label,cand1_score,cand2_code,cand2_label,cand2_score,cand3_code,cand3_label,cand3_score,cand4_code,cand4_label,cand4_score,cand5_code,cand5_label,cand5_score,suggested_relationship,final_score,curator_id,comment
1304,1303,1303.Air,100.0,XE3BS,Hot air or gas,69.47,XM4T09,Convidecia Air,67.8,XM2LP0,Convidecia Air XBB1.5.,67.17,JB42.0,puerperal air embolism,67.11,XD0VQ3,Air/oxygen masks,65.9,review,69.47,,
1305,1304,1304.Water,100.0,XE64D,"Body of water, puddle",74.47,XE0CX,"Body of water, flood water",74.07,XE40U,"Body of water, water reservoir",73.85,XE6W9,Individual water sports,73.1,XE17F,Stream of water,72.92,related-to,74.47,,
1306,1305,1305.Earth,100.0,XA01U5,Ear,56.65,,,,,,,,,,,,,review,56.65,,
1313,1312,1312.Sanguine / Red humor /Sanguineous humor / Blood,97.8,XM26D5,"Red blood cells, packed",67.93,MA16.0,Abnormality of red blood cells,66.52,,,,,,,,,,review,67.93,,
1314,1313,1313.Phlegm,100.0,SD95,Flowing phlegm disorder (TM1),72.96,,,,,,,,,,,,,related-to,72.96,,
1314,1313,1313.Phlegm,100.0,SD95,Flowing phlegm disorder (TM1),72.96,,,,,,,,,,,,,related-to,72.96,,
132,131,131.Referred headache,100.0,8A83,NDPH - [New daily-persistent headache],69.49,8A81.2,Chronic tension-type headache associated with pericranial tenderness,68.91,XM8YZ7,Iodine 131,63.87,XA20Q1,Head,62.33,8A84,Secondary headache,59.99,review,69.49,,
1321,1320,1320.Organs,100.0,XA75A2,Male genital organs,73.69,XA2GU7,Other and unspecified female genital organs,73.3,QF01,Acquired absence of organs,72.8,NE02,burn and corrosion of other internal organs,72.19,1B12,Tuberculosis of other systems and organs,71.27,related-to,73.69,,
1323,1322,1322.Compound organs,100.0,XM1N12,Lactobacillus acidophilus compound,69.27,XH27A6,Compound naevus,67.31,NE02,burn and corrosion of other internal organs,65.08,XA2GU7,Other specified parts of female genital organs,64.95,NB32,Injury of other or unspecified intrathoracic organs,64.94,review,69.27,,
1324,1323,1323.Power / Faculty,100.0,XE1EU,Power sports,69.35,XE7RB,Power fluctuation in device,67.2,VV61,Power of all muscles of the body,66.08,XE5ZE,Problem associated with the quality of the facility-supplied power.,64.1,XE1DB,Problem associated with the lack of power to run the device.,63.38,review,69.35,,
1328,1327,1327.Reproductive faculty,100.0,GA10.B,Endometriosis of the reproductive system,72.07,,,,,,,,,,,,,related-to,72.07,,
1330,1329,1329.Vital functions,100.0,VV00,Functions involved in appetite,72.42,VV20,Alternative vocalization functions,72.42,VV30,additional respiratory functions,72.32,9D46,Impairment of binocular functions,72.23,VV11,Hearing and vestibular functions,72.2,related-to,72.42,,
1331,1330,1330.Psychic functions,100.0,VV02,Sleep functions,71.73,VV01,Sleep functions,71.73,VV00,Sleep functions,71.73,VV20,Voice functions,70.62,VV30,Functions of the cardiovascular system,69.79,related-to,71.73,,
1333,1332,1332.State of the health,100.0,PL14.E,Fall from stretcher in health care or hospital,68.93,QA41,Pregnant state,67.39,QA03.0,Routine medical examination of prostitutes,64.93,8E21,Prognostic term applied to patients in a persistent vegetative state for whom no recovery is expected.,60.63,8E20,"Subacute or chronic state of severe disturbance of consciousness lasting at least a month, characterised by the recovery of cyclic arousal states mimicking sleep/wake cycles after a severe brain injury. Patients with this condition are unresponsive and show no evidence of awareness of themselves or their environment. Cardiopulmonary and visceral autonomic regulation is maintained by the brainstem.",59.54,review,68.93,,
1337,1336,1336.Heat,100.0,SA84,Lung heat disorder (TM1),71.9,SE00,Summer-heat disorder (TM1),70.44,NF01,Effects of heat,69.94,SE72,Heat pattern (TM1),69.8,NF01.3,heat fatigue NOS,69.8,related-to,71.9,,
1337,1336,1336.Heat,100.0,SA84,Lung heat disorder (TM1),71.9,SE00,Summer-heat disorder (TM1),70.44,NF01,Effects of heat,69.94,SE72,Heat pattern (TM1),69.8,NF01.3,heat fatigue NOS,69.8,related-to,71.9,,
1338,1337,1337.Cold,100.0,SA60,Common cold disorder (TM1),70.44,SD90,Common cold disorder (TM1),70.44,EB01.1,Cold urticaria,70.1,XE3VM,Cold solid food,69.94,SE73,Cold pattern (TM1),69.8,related-to,70.44,,
1338,1337,1337.Cold,100.0,SA60,Common cold disorder (TM1),70.44,SD90,Common cold disorder (TM1),70.44,EB01.1,Cold urticaria,70.1,XE3VM,Cold solid food,69.94,SE73,Cold pattern (TM1),69.8,related-to,70.44,,
1339,1338,1338. passive properties,100.0,DB98.8,Chronic passive congestion of liver,67.07,,,,,,,,,,,,,review,67.07,,
1340,1339,1339.Moisture / Wetness,100.0,XE8HD,Moisture or humidity problem,53.45,,,,,,,,,,,,,review,53.45,,
1343,1343,1343.Digestion and metabolism,100.0,5C53.4,An inborn error of metabolism in creatine which serves as an energy shuttle between the mitochondrial sites of ATP production and the cytosol where ATP is utilized,71.1,5C50.F,Disorders of gamma aminobutyric acid metabolism,69.71,5C51.5,"This refers to disorders of the metabolism of fructose in the phosphorylation of fructose to fructose 1-phosphate by fructokinase, thus trapping fructose for metabolism in the liver.",66.16,5C64.1,Disorders of iron metabolism,64.48,5C64.2,Disorders of zinc metabolism,63.57,related-to,71.1,,
1350,1350,1350.Human temperament,100.0,VW61,Human rights,69.27,XM6HF0,Human albumin,68.61,CA40.13,Pneumonia due to Human metapneumovirus,68.03,XM21C9,Insulin human,67.44,XN8LD,Human immunodeficiency virus type 1,65.4,review,69.27,,
1355,1355,1355. abnormal sanguine,100.0,LA81,Abnormal ventricular relationships,69.16,MF66.0,abnormal cervical Papanicolaou smear,68.7,ED64,Abnormal skin pigmentation without specification of type or cause.,68.15,ME66.5,Complaint that sweating is abnormal (most commonly that it is increased) without sufficient evidence to make a specific diagnosis.,67.62,MB46,"Abnormal involuntary movements include abnormal head movements, tremor, cramp, spasm, fasciculation, and other abnormal involuntary movements",66.66,review,69.16,,
1356,1356,1356. abnormal phlegm,100.0,ME66.5,Complaint of abnormal sweating,70.36,2A60.40,Transient abnormal myelopoiesis,69.96,XH67W4,Transient abnormal myelopoiesis,69.96,MF66.0,abnormal cervical Papanicolaou smear,69.54,MB46,Abnormal involuntary movements,69.29,related-to,70.36,,
1357,1357,1357.saline phlegm,100.0,SD95,Flowing phlegm disorder (TM1),67.59,XM5NK8,Laxative saline,55.47,XM69K0,Cathartic saline,52.68,XM8UU5,Lactated potassic saline,49.36,,,,review,67.59,,
1357,1357,1357.saline phlegm,100.0,SD95,Flowing phlegm disorder (TM1),67.59,XM5NK8,Laxative saline,55.47,XM69K0,Cathartic saline,52.68,XM8UU5,Lactated potassic saline,49.36,,,,review,67.59,,
1358,1358,1358.source phlegm,94.35,SD95,Flowing phlegm disorder (TM1),66.72,,,,,,,,,,,,,review,66.72,,
1358,1358,1358.source phlegm,94.35,SD95,Flowing phlegm disorder (TM1),66.72,,,,,,,,,,,,,review,66.72,,
136,135,135.Catarrhal headache,100.0,8A83,Primary headache associated with sexual activity,69.17,8A81.2,Chronic tension-type headache associated with pericranial tenderness,67.31,XE4V0,Cat,63.14,XM4C94,Tar,60.92,8A84,Secondary headache,60.51,review,69.17,,
1361,1361,1361. sweet phlegm,100.0,XM1FG7,Sweet gum,74.72,SD95,Flowing phlegm disorder (TM1),67.4,XM7YQ8,Sweet oil (birch),50.11,XM13U2,Sweet vernal grass,48.86,XM2BJ0,Sweet niter spirit,46.11,review,67.4,,
1361,1361,1361. sweet phlegm,100.0,XM1FG7,Sweet gum,74.72,SD95,Flowing phlegm disorder (TM1),67.4,XM7YQ8,Sweet oil (birch),50.11,XM13U2,Sweet vernal grass,48.86,XM2BJ0,Sweet niter spirit,46.11,related-to,74.72,,
1362,1362,1362. watery phlegm,100.0,SD95,Flowing phlegm disorder (TM1),66.4,,,,,,,,,,,,,review,66.4,,
1362,1362,1362. watery phlegm,100.0,SD95,Flowing phlegm disorder (TM1),66.4,,,,,,,,,,,,,review,66.4,,
1363,1363,1363. limy phlegm,100.0,SD95,Flowing phlegm disorder (TM1),68.5,,,,,,,,,,,,,review,68.5,,
1363,1363,1363. limy phlegm,100.0,SD95,Flowing phlegm disorder (TM1),68.5,,,,,,,,,,,,,review,68.5,,
1364,1364,1364. mucoid phlegm,100.0,SD95,Flowing phlegm disorder (TM1),67.27,,,,,,,,,,,,,review,67.27,,
1364,1364,1364. mucoid phlegm,100.0,SD95,Flowing phlegm disorder (TM1),67.27,,,,,,,,,,,,,review,67.27,,
1378,1378,1378. simple disease,100.0,8A63.00,"simple febrile convulsions, unspecified",66.22,XH88L0,Simple lentigo,57.8,GB80.0,Simple renal cyst,56.25,XJ909,Simple fracture,55.29,CA20.10,Simple chronic bronchitis,47.5,review,66.22,,
1387,1387,1387. abnormal hot temperature with substance,93.8,XE63H,"Hot object or substance, not elsewhere classified",50.23,,,,,,,,,,,,,review,50.23,,
139,138,138. straightening of the organ,97.22,MG4A,Multi organ failure,67.17,QB12.0,organ transplant candidate awaiting organ availability,64.84,GC40,Maternal care for other abnormalities of gravid uterus,64.19,4A44.3,"Vasculitis in arteries or veins of any size in a single organ that has no features that indicate that it is a limited expression of a systemic vasculitis. The involved organ and vessel type should be included in the name (e.g. cutaneous SVV, testicular arteritis, central nervous system vasculitis). Vasculitis distribution may be unifocal or multifocal (diffuse) within an organ. Some patients originally diagnosed with SOV will develop additional disease manifestations that warrant re-defining the case as one of the systemic vasculitides (e.g. cutaneous arteritis later becoming systemic polyarteritis nodosa, etc.). Chapel Hill Consensus Conference, 2011)",55.63,,,,review,67.17,,
1397,1397,1397.Compound abnormal temperament associated with substance,100.0,MG30.67,"Chronic headache associated with a substance or its withdrawal is caused by use of, exposure to or withdrawal from a substance, and has a duration of more than three months. The pain occurs on at least 50% of the days during at least three months. The duration of pain per day is at least 2 hours.",70.0,,,,,,,,,,,,,related-to,70.0,,
1403,1403,1403. abnormal temperament associated with substance,100.0,MG30.67,"Chronic headache associated with a substance or its withdrawal is caused by use of, exposure to or withdrawal from a substance, and has a duration of more than three months. The pain occurs on at least 50% of the days during at least three months. The duration of pain per day is at least 2 hours.",72.27,,,,,,,,,,,,,related-to,72.27,,
1409,1409,1409.Diseases of tracts,100.0,CA0F,Chronic diseases of tonsils or adenoids,73.49,16,Diseases of the genitourinary system,73.38,GA91,Inflammatory and other diseases of prostate,73.2,9B72,Inflammatory diseases of the retina,72.82,4B40,Diseases of thymus,72.04,related-to,73.49,,
1419,1419,1419.Roughness of the surface,100.0,XE58F,Ground surface,72.61,XA2V14,Dorsum of ankle,62.61,XA86S4,Skin of forehead,62.57,XA5ZE2,Back of heel,62.39,XA7J49,Dorsal surface of toe,61.63,related-to,72.61,,
1420,1420,1420. smoothness of the surface,100.0,XE58F,Ground surface,69.33,XA86S4,Skin of temple,62.19,XA5ZE2,Back of heel,62.01,XA5Z48,Mesial surface of tooth,61.4,XA2V14,Dorsum of ankle,61.36,review,69.33,,
1421,1421,1421. diseases of size,100.0,13,Diseases of the digestive system,74.7,11,Diseases of the circulatory system,74.5,16,Diseases of the genitourinary system,74.33,4A01.2,Diseases of immune dysregulation,74.28,9B72,Inflammatory diseases of the retina,74.16,related-to,74.7,,
1428,1428,1428.Diseases affecting the numbers of organ of the body,100.0,QF10,disability of body organ or system,69.84,6E40.0,"All diagnostic requirements for Psychological or behavioural factors affecting disorders or diseases classified elsewhere are met. The individual is diagnosed with a mental, behavioural, or neurodevelopmental disorder that adversely affects the manifestation, treatment, or course of a disorder or disease classified in another chapter (e.g., a woman with Bulimia Nervosa and Type 1 diabetes mellitus who skips insulin doses as a way to avoid weight gain that would otherwise be caused by her binge eating).",59.9,,,,,,,,,,review,69.84,,
1431,1431,1431.acquired pathological increase in the parts of the body,100.0,VW21,Caring for body parts,73.21,NC52.10,laceration of skin of wrist or hand,64.32,ND72.6,Asphyxia on mucous in bronchioles,63.83,ND11.B,Superficial foreign body in other or unspecified parts of foot,55.71,NC52.11,Laceration with foreign body of other parts of wrist or hand,55.14,related-to,73.21,,
1432,1432,1432.Decrease in number of organs,100.0,4B02.1,Acquired decrease in eosinophil number,68.54,4B02.0,Congenital decrease in eosinophil number,67.83,,,,,,,,,,review,68.54,,
1437,1437,1437.complete displacement of body part,100.0,ME86,Symptom or complaint of a body part,65.08,NE85.2,Complications of other reattached body part,59.06,ND74.3,"Foreign body in uterus, any part",49.48,,,,,,,review,65.08,,
1438,1438,1438.Incomplete displacement of body part,100.0,ME86,Symptom or complaint of a body part,63.52,NE85.2,Complications of other reattached body part,56.28,ND74.3,"Foreign body in uterus, any part",50.3,,,,,,,review,63.52,,
1439,1439,1439. abnormal movement of organs,100.0,MG72,Abnormal results of function studies of other organs and systems,74.95,,,,,,,,,,,,,related-to,74.95,,
1445,1445,1445.Sharp injury,100.0,XE3VF,Sharp edges,69.67,NA04.B,Injury of hypoglossal nerve,69.15,NA80,Superficial injury of thorax,68.74,NA06,superficial injury of eyelid,68.74,NC58.1,Crush injury of finger NOS,68.72,review,69.67,,
1447,1447,1447.Fragmentation of bone,100.0,FB80.5,cyst of bone,74.93,XA43L9,Bone of ankle,72.46,XA8N32,Malar bone,70.03,XE2ET,Material fragmentation,69.7,NC53.1,Fracture of body of hamate unciform bone,69.16,related-to,74.93,,
1449,1449,1449.Longitudinal breakage of nerve,100.0,XE8D2,Problem associated with undesired damage or breakage of those materials used in the device construction.,65.69,,,,,,,,,,,,,review,65.69,,
145,144,144.Cold induced muscle contraction,100.0,4A84.31,Cold-induced anaphylaxis is triggered by skin cooling. The deaths are directly caused by the anaphylactic reaction due to drowning when swimming in cold water.,67.22,,,,,,,,,,,,,review,67.22,,
1450,1450,1450.Breakage of muscle,100.0,XA8HG2,Dartos muscle,72.61,XA0DD5,Skeletal muscle,72.01,XA2VD8,Masseter muscle,72.01,XE8D2,Problem associated with undesired damage or breakage of those materials used in the device construction.,71.72,XA6283,Cardiac muscle,71.14,related-to,72.61,,
1451,1451,1451.Transverse breakage of nerve,100.0,XA25F4,Transverse cervical nerve,73.72,XE8D2,Problem associated with undesired damage or breakage of those materials used in the device construction.,66.63,,,,,,,,,,related-to,73.72,,
1454,1454,1454.Rupture of vein,100.0,FB41.2,degenerative rupture of tendon,74.45,FB41.1,Spontaneous rupture of synovium,74.33,FB32.1,"nontraumatic rupture of muscle, hand",73.67,GC01.3,"Rupture of bladder, nontraumatic",73.59,NC96.02,traumatic rupture of Achilles tendon,73.59,related-to,74.45,,
1455,1455,1455.Splitting of body part,100.0,NE85.2,Complications of other reattached body part,72.8,ME86,Symptom or complaint of a body part,60.84,ND74.3,"Foreign body in uterus, any part",52.61,,,,,,,related-to,72.8,,
1461,1461,1461. long pulse,100.0,BC65.0,"Long QT syndrome, type 11",66.63,XD8QN4,"Pulse Oximeters, Tabletop",66.18,XM4J39,Long-acting sulfonamides,65.85,9C85.00,Saccadic (pulse) dysmetria,64.84,XH8F52,Adamantinoma of long bones,62.15,review,66.63,,
1462,1462,1462.short pulse,100.0,XE8RE,Short fill,73.2,XM8162,Short-acting sulfonamides,67.31,XD8QN4,"Pulse Oximeters, Tabletop",67.02,LD24.B0,Short rib-polydactyly syndrome,67.02,MG44.14,FSS - [familial short stature],66.79,related-to,73.2,,
1463,1463,1463. broad pulse,100.0,XA0EJ9,Broad ligament of the uterus,65.98,GA19.0,Haematoma of broad ligament,65.64,XD8QN4,"Pulse Oximeters, Tabletop",65.42,9C85.00,Saccadic (pulse) dysmetria,65.1,XD66D8,Pulse Oximeters,47.18,review,65.98,,
1464,1464,1464. constricted pulse,100.0,MB24.60,Constricted affect,71.33,9C85.00,Saccadic (pulse) dysmetria,52.83,XD66D8,Pulse Oximeters,52.46,XD8QN4,"Pulse Oximeters, Tabletop",48.33,,,,related-to,71.33,,
1465,1465,1465. elevated pulse,100.0,MB24.8,Elevated mood,70.72,9C85.00,Disorders of the saccadic pulse,63.74,XJ0QE,Elevated fracture,62.32,XE9U1,Elevated work platform,58.37,MA14.15,Elevated C-reactive protein,57.14,related-to,70.72,,
1466,1466,1466.low pulse,100.0,XE657,Low pH,73.74,XD8QN4,"Pulse Oximeters, Tabletop",67.39,9C85.00,Saccadic (pulse) dysmetria,65.98,XM3K70,Low-ceiling diuretics,63.32,MB28.8,Low frustration tolerance,61.43,related-to,73.74,,
1467,1467,1467.large pulse,100.0,EK91.0,Large plaque parapsoriasis,67.11,XD8QN4,"Pulse Oximeters, Tabletop",67.02,DB35,Polyp of large intestine,66.42,DB30,Paralytic ileus of large intestine,66.38,ME24.31,Neoplasms of the large intestine,66.26,review,67.11,,
1468,1468,1468.small pulse,100.0,DA98,Polyps of small intestine,67.31,EA95,Small plaque parapsoriasis,67.11,DA91.1,small bowel strangulation,66.9,DA97.0,Angiodysplasia of small intestine,66.8,DA92.0,Fistula of small intestine,66.79,review,67.31,,
1469,1469,1469.thick pulse,100.0,9C85.00,Saccadic (pulse) dysmetria,65.1,XD8QN4,"Pulse Oximeters, Tabletop",65.1,XD66D8,Pulse Oximeters,47.18,,,,,,,review,65.1,,
1470,1470,1470. slender pulse,100.0,9C85.00,Disorders of the saccadic pulse,65.16,LD24.D,Slender bone dysplasias,57.68,XD66D8,Pulse Oximeters,53.09,XD8QN4,"Pulse Oximeters, Tabletop",45.18,,,,review,65.16,,
1471,1471,1471. strong pulse,100.0,9C85.00,Disorders of the saccadic pulse,64.7,XD66D8,Pulse Oximeters,48.54,XD8QN4,"Pulse Oximeters, Tabletop",45.37,,,,,,,review,64.7,,
1472,1472,1472. weak pulse,100.0,9C85.00,Saccadic (pulse) dysmetria,66.18,XD8QN4,"Pulse Oximeters, Tabletop",66.18,XD66D8,Pulse Oximeters,45.76,,,,,,,review,66.18,,
1473,1473,1473. swift pulse,100.0,XD8QN4,"Pulse Oximeters, Tabletop",66.09,9C85.00,Saccadic (pulse) dysmetria,65.42,XD66D8,Pulse Oximeters,49.74,,,,,,,review,66.09,,
1474,1474,1474. sluggish pulse,100.0,9C85.00,Disorders of the saccadic pulse,63.53,XD66D8,Pulse Oximeters,48.25,XD8QN4,"Pulse Oximeters, Tabletop",42.68,,,,,,,review,63.53,,
1475,1475,1475. rapid pulse,100.0,XD8QN4,"Pulse Oximeters, Tabletop",66.09,9C85.00,Saccadic (pulse) dysmetria,65.42,XT3Z,Rapid or sudden onset of a condition/illness that requires more immediate and/or aggressive treatment,64.09,6A80.5,Rapid cycling,53.51,XD66D8,Pulse Oximeters,47.18,review,66.09,,
1476,1476,1476. slow pulse,100.0,XD8QN4,"Pulse Oximeters, Tabletop",67.2,9C85.00,Saccadic (pulse) dysmetria,65.09,KD32.0,slow feeding problem of newborn,62.85,DB32.1,Slow transit constipation,62.23,XM9R52,Slow loris venom,52.74,review,67.2,,
1477,1477,1477.soft pulse,100.0,XE9X9,Soft ball,71.57,EH92.01,Soft corn,69.94,XD8QN4,"Pulse Oximeters, Tabletop",67.2,XH9QH2,Soft tissue perineurioma,65.18,9C85.00,Saccadic (pulse) dysmetria,65.09,related-to,71.57,,
1478,1478,1478. hard pulse,100.0,EH92.00,Hard corn,69.94,9C85.00,Saccadic (pulse) dysmetria,66.18,XD8QN4,"Pulse Oximeters, Tabletop",66.18,LA42.0,Hard palate perforation,63.52,XA4527,Hard palate,62.63,review,69.94,,
1479,1479,1479. full pulse,100.0,XD8QN4,"Pulse Oximeters, Tabletop",65.92,9C85.00,Saccadic (pulse) dysmetria,64.84,6A24.2,"Delusional disorder, in full remission",62.54,XD66D8,Pulse Oximeters,47.32,,,,review,65.92,,
148,147,147.Facial palsy,100.0,8B88.0,facial palsy,94.42,SD00,Facial paralysis disorder (TM1),69.56,LA51,Commissural facial cleft,69.45,LD25.00,Oral-facial-digital syndrome,69.31,NA04.6,traumatic facial neuropathy,69.11,review,69.56,,
1480,1480,1480. collapsing pulse,100.0,9C85.00,Ipsipulsion,51.07,XD66D8,Pulse Oximeters,48.02,XD8QN4,"Pulse Oximeters, Tabletop",42.13,,,,,,,review,51.07,,
1481,1481,1481. hot pulse,100.0,GA30.4,Hot flush,69.06,XD8QN4,"Pulse Oximeters, Tabletop",67.39,9C85.00,Saccadic (pulse) dysmetria,65.98,XE36T,Hot drink,64.18,XD66D8,Pulse Oximeters,52.83,review,69.06,,
1482,1482,1482. cold pulse,100.0,XM88R8,Cold cream,68.03,4A84.31,Cold-induced anaphylaxis,66.21,9C85.00,Saccadic (pulse) dysmetria,66.18,XD8QN4,"Pulse Oximeters, Tabletop",66.18,KC22.1,Cold panniculitis of the newborn,65.67,review,64.82,,
